unit,sex,age,region,year,value
YR,M,Y7,UK,2010,72.0
YR,M,Y70,UK,2010,14.5
YR,M,Y71,UK,2010,13.8
YR,M,Y72,UK,2010,13.1
YR,M,Y73,UK,2010,12.5
YR,M,Y74,UK,2010,11.8
YR,M,Y75,UK,2010,11.2
YR,M,Y76,UK,2010,10.6
YR,M,Y77,UK,2010,10.0
YR,M,Y78,UK,2010,9.4
YR,M,Y79,UK,2010,8.9
YR,M,Y8,UK,2010,71.0
YR,M,Y80,UK,2010,8.4
YR,M,Y81,UK,2010,7.9
YR,M,Y82,UK,2010,7.4
YR,M,Y83,UK,2010,7.0
YR,M,Y84,UK,2010,6.6
YR,M,Y9,UK,2010,70.0
YR,M,Y_GE85,UK,2010,6.2
YR,M,Y_LT1,UK,2010,78.6
YR,T,Y1,UK,2010,80.0
YR,T,Y10,UK,2010,71.1
YR,T,Y11,UK,2010,70.1
YR,T,Y12,UK,2010,69.1
YR,T,Y13,UK,2010,68.1
YR,T,Y14,UK,2010,67.1
YR,T,Y15,UK,2010,66.1
YR,T,Y16,UK,2010,65.1
YR,T,Y17,UK,2010,64.1
YR,T,Y18,UK,2010,63.1
YR,T,Y19,UK,2010,62.2
YR,T,Y2,UK,2010,79.0
YR,T,Y20,UK,2010,61.2
YR,T,Y21,UK,2010,60.2
YR,T,Y22,UK,2010,59.2
YR,T,Y23,UK,2010,58.2
YR,T,Y24,UK,2010,57.3
YR,T,Y25,UK,2010,56.3
YR,T,Y26,UK,2010,55.3
YR,T,Y27,UK,2010,54.3
YR,T,Y28,UK,2010,53.4
YR,T,Y29,UK,2010,52.4
YR,T,Y3,UK,2010,78.0
YR,T,Y30,UK,2010,51.4
YR,T,Y31,UK,2010,50.5
YR,T,Y32,UK,2010,49.5
YR,T,Y33,UK,2010,48.5
YR,T,Y34,UK,2010,47.6
YR,T,Y35,UK,2010,46.6
YR,T,Y36,UK,2010,45.6
YR,T,Y37,UK,2010,44.7
YR,T,Y38,UK,2010,43.7
YR,T,Y39,UK,2010,42.8
YR,T,Y4,UK,2010,77.0
YR,T,Y40,UK,2010,41.8
YR,T,Y41,UK,2010,40.9
YR,T,Y42,UK,2010,39.9
YR,T,Y43,UK,2010,39.0
YR,T,Y44,UK,2010,38.0
YR,T,Y45,UK,2010,37.1
YR,T,Y46,UK,2010,36.2
YR,T,Y47,UK,2010,35.2
YR,T,Y48,UK,2010,34.3
YR,T,Y49,UK,2010,33.4
YR,T,Y5,UK,2010,76.0
YR,T,Y50,UK,2010,32.5
YR,T,Y51,UK,2010,31.6
YR,T,Y52,UK,2010,30.7
YR,T,Y53,UK,2010,29.8
YR,T,Y54,UK,2010,28.9
YR,T,Y55,UK,2010,28.0
YR,T,Y56,UK,2010,27.1
YR,T,Y57,UK,2010,26.2
YR,T,Y58,UK,2010,25.4
YR,T,Y59,UK,2010,24.5
YR,T,Y6,UK,2010,75.0
YR,T,Y60,UK,2010,23.7
YR,T,Y61,UK,2010,22.8
YR,T,Y62,UK,2010,22.0
YR,T,Y63,UK,2010,21.2
YR,T,Y64,UK,2010,20.4
YR,T,Y65,UK,2010,19.6
YR,T,Y66,UK,2010,18.8
YR,T,Y67,UK,2010,18.0
YR,T,Y68,UK,2010,17.2
YR,T,Y69,UK,2010,16.5
YR,T,Y7,UK,2010,74.0
YR,T,Y70,UK,2010,15.7
YR,T,Y71,UK,2010,15.0
YR,T,Y72,UK,2010,14.3
YR,T,Y73,UK,2010,13.6
YR,T,Y74,UK,2010,12.9
YR,T,Y75,UK,2010,12.3
YR,T,Y76,UK,2010,11.6
YR,T,Y77,UK,2010,11.0
YR,T,Y78,UK,2010,10.4
YR,T,Y79,UK,2010,9.8
YR,T,Y8,UK,2010,73.0
YR,T,Y80,UK,2010,9.2
YR,T,Y81,UK,2010,8.7
YR,T,Y82,UK,2010,8.2
YR,T,Y83,UK,2010,7.7
YR,T,Y84,UK,2010,7.2
YR,T,Y9,UK,2010,72.1
YR,T,Y_GE85,UK,2010,6.8
YR,T,Y_LT1,UK,2010,80.6
YR,F,Y1,UK,2009,81.8
YR,F,Y10,UK,2009,72.9
YR,F,Y11,UK,2009,71.9
YR,F,Y12,UK,2009,70.9
YR,F,Y13,UK,2009,69.9
YR,F,Y14,UK,2009,68.9
YR,F,Y15,UK,2009,67.9
YR,F,Y16,UK,2009,66.9
YR,F,Y17,UK,2009,65.9
YR,F,Y18,UK,2009,65.0
YR,F,Y19,UK,2009,64.0
YR,F,Y2,UK,2009,80.8
YR,F,Y20,UK,2009,63.0
YR,F,Y21,UK,2009,62.0
YR,F,Y22,UK,2009,61.0
YR,F,Y23,UK,2009,60.0
YR,F,Y24,UK,2009,59.0
YR,F,Y25,UK,2009,58.1
YR,F,Y26,UK,2009,57.1
YR,F,Y27,UK,2009,56.1
YR,F,Y28,UK,2009,55.1
YR,F,Y29,UK,2009,54.1
YR,F,Y3,UK,2009,79.8
YR,F,Y30,UK,2009,53.1
YR,F,Y31,UK,2009,52.2
YR,F,Y32,UK,2009,51.2
YR,F,Y33,UK,2009,50.2
YR,F,Y34,UK,2009,49.2
YR,F,Y35,UK,2009,48.3
YR,F,Y36,UK,2009,47.3
YR,F,Y37,UK,2009,46.3
YR,F,Y38,UK,2009,45.3
YR,F,Y39,UK,2009,44.4
YR,F,Y4,UK,2009,78.8
YR,F,Y40,UK,2009,43.4
YR,F,Y41,UK,2009,42.5
YR,F,Y42,UK,2009,41.5
YR,F,Y43,UK,2009,40.5
YR,F,Y44,UK,2009,39.6
YR,F,Y45,UK,2009,38.6
YR,F,Y46,UK,2009,37.7
YR,F,Y47,UK,2009,36.8
YR,F,Y48,UK,2009,35.8
YR,F,Y49,UK,2009,34.9
YR,F,Y5,UK,2009,77.8
YR,F,Y50,UK,2009,34.0
YR,F,Y51,UK,2009,33.0
YR,F,Y52,UK,2009,32.1
YR,F,Y53,UK,2009,31.2
YR,F,Y54,UK,2009,30.3
YR,F,Y55,UK,2009,29.4
YR,F,Y56,UK,2009,28.5
YR,F,Y57,UK,2009,27.6
YR,F,Y58,UK,2009,26.7
YR,F,Y59,UK,2009,25.9
YR,F,Y6,UK,2009,76.9
YR,F,Y60,UK,2009,25.0
YR,F,Y61,UK,2009,24.1
YR,F,Y62,UK,2009,23.3
YR,F,Y63,UK,2009,22.4
YR,F,Y64,UK,2009,21.6
YR,F,Y65,UK,2009,20.7
YR,F,Y66,UK,2009,19.9
YR,F,Y67,UK,2009,19.1
YR,F,Y68,UK,2009,18.3
YR,F,Y69,UK,2009,17.5
YR,F,Y7,UK,2009,75.9
YR,F,Y70,UK,2009,16.7
YR,F,Y71,UK,2009,16.0
YR,F,Y72,UK,2009,15.2
YR,F,Y73,UK,2009,14.5
YR,F,Y74,UK,2009,13.7
YR,F,Y75,UK,2009,13.0
YR,F,Y76,UK,2009,12.3
YR,F,Y77,UK,2009,11.7
YR,F,Y78,UK,2009,11.0
YR,F,Y79,UK,2009,10.4
YR,F,Y8,UK,2009,74.9
YR,F,Y80,UK,2009,9.8
YR,F,Y81,UK,2009,9.2
YR,F,Y82,UK,2009,8.7
YR,F,Y83,UK,2009,8.1
YR,F,Y84,UK,2009,7.6
YR,F,Y9,UK,2009,73.9
YR,F,Y_GE85,UK,2009,7.2
YR,F,Y_LT1,UK,2009,82.4
YR,M,Y1,UK,2009,77.6
YR,M,Y10,UK,2009,68.7
YR,M,Y11,UK,2009,67.7
YR,M,Y12,UK,2009,66.8
YR,M,Y13,UK,2009,65.8
YR,M,Y14,UK,2009,64.8
YR,M,Y15,UK,2009,63.8
YR,M,Y16,UK,2009,62.8
YR,M,Y17,UK,2009,61.8
YR,M,Y18,UK,2009,60.8
YR,M,Y19,UK,2009,59.9
YR,M,Y2,UK,2009,76.7
YR,M,Y20,UK,2009,58.9
YR,M,Y21,UK,2009,57.9
YR,M,Y22,UK,2009,57.0
YR,M,Y23,UK,2009,56.0
YR,M,Y24,UK,2009,55.0
YR,M,Y25,UK,2009,54.1
YR,M,Y26,UK,2009,53.1
YR,M,Y27,UK,2009,52.2
YR,M,Y28,UK,2009,51.2
YR,M,Y29,UK,2009,50.2
YR,M,Y3,UK,2009,75.7
YR,M,Y30,UK,2009,49.3
YR,M,Y31,UK,2009,48.3
YR,M,Y32,UK,2009,47.4
YR,M,Y33,UK,2009,46.4
YR,M,Y34,UK,2009,45.4
YR,M,Y35,UK,2009,44.5
YR,M,Y36,UK,2009,43.5
YR,M,Y37,UK,2009,42.6
YR,M,Y38,UK,2009,41.7
YR,M,Y39,UK,2009,40.7
YR,M,Y4,UK,2009,74.7
YR,M,Y40,UK,2009,39.8
YR,M,Y41,UK,2009,38.8
YR,M,Y42,UK,2009,37.9
YR,M,Y43,UK,2009,37.0
YR,M,Y44,UK,2009,36.1
YR,M,Y45,UK,2009,35.1
YR,M,Y46,UK,2009,34.2
YR,M,Y47,UK,2009,33.3
YR,M,Y48,UK,2009,32.4
YR,M,Y49,UK,2009,31.5
YR,M,Y5,UK,2009,73.7
YR,M,Y50,UK,2009,30.6
YR,M,Y51,UK,2009,29.7
YR,M,Y52,UK,2009,28.8
YR,M,Y53,UK,2009,27.9
YR,M,Y54,UK,2009,27.0
YR,M,Y55,UK,2009,26.2
YR,M,Y56,UK,2009,25.3
YR,M,Y57,UK,2009,24.5
YR,M,Y58,UK,2009,23.6
YR,M,Y59,UK,2009,22.8
YR,M,Y6,UK,2009,72.7
YR,M,Y60,UK,2009,22.0
YR,M,Y61,UK,2009,21.2
YR,M,Y62,UK,2009,20.4
YR,M,Y63,UK,2009,19.6
YR,M,Y64,UK,2009,18.8
YR,M,Y65,UK,2009,18.0
YR,M,Y66,UK,2009,17.2
YR,M,Y67,UK,2009,16.5
YR,M,Y68,UK,2009,15.8
YR,M,Y69,UK,2009,15.0
YR,M,Y7,UK,2009,71.7
YR,M,Y70,UK,2009,14.3
YR,M,Y71,UK,2009,13.6
YR,M,Y72,UK,2009,13.0
YR,M,Y73,UK,2009,12.3
YR,M,Y74,UK,2009,11.7
YR,M,Y75,UK,2009,11.1
YR,M,Y76,UK,2009,10.4
YR,M,Y77,UK,2009,9.9
YR,M,Y78,UK,2009,9.3
YR,M,Y79,UK,2009,8.8
YR,M,Y8,UK,2009,70.7
YR,M,Y80,UK,2009,8.2
YR,M,Y81,UK,2009,7.8
YR,M,Y82,UK,2009,7.3
YR,M,Y83,UK,2009,6.9
YR,M,Y84,UK,2009,6.5
YR,M,Y9,UK,2009,69.7
YR,M,Y_GE85,UK,2009,6.1
YR,M,Y_LT1,UK,2009,78.3
YR,T,Y1,UK,2009,79.8
YR,T,Y10,UK,2009,70.9
YR,T,Y11,UK,2009,69.9
YR,T,Y12,UK,2009,68.9
YR,T,Y13,UK,2009,67.9
YR,T,Y14,UK,2009,66.9
YR,T,Y15,UK,2009,65.9
YR,T,Y16,UK,2009,64.9
YR,T,Y17,UK,2009,63.9
YR,T,Y18,UK,2009,62.9
YR,T,Y19,UK,2009,62.0
YR,T,Y2,UK,2009,78.8
YR,T,Y20,UK,2009,61.0
YR,T,Y21,UK,2009,60.0
YR,T,Y22,UK,2009,59.0
YR,T,Y23,UK,2009,58.1
YR,T,Y24,UK,2009,57.1
YR,T,Y25,UK,2009,56.1
YR,T,Y26,UK,2009,55.1
YR,T,Y27,UK,2009,54.2
YR,T,Y28,UK,2009,53.2
YR,T,Y29,UK,2009,52.2
YR,T,Y3,UK,2009,77.8
YR,T,Y30,UK,2009,51.3
YR,T,Y31,UK,2009,50.3
YR,T,Y32,UK,2009,49.3
YR,T,Y33,UK,2009,48.4
YR,T,Y34,UK,2009,47.4
YR,T,Y35,UK,2009,46.4
YR,T,Y36,UK,2009,45.5
YR,T,Y37,UK,2009,44.5
YR,T,Y38,UK,2009,43.6
YR,T,Y39,UK,2009,42.6
YR,T,Y4,UK,2009,76.8
YR,T,Y40,UK,2009,41.7
YR,T,Y41,UK,2009,40.7
YR,T,Y42,UK,2009,39.8
YR,T,Y43,UK,2009,38.8
YR,T,Y44,UK,2009,37.9
YR,T,Y45,UK,2009,37.0
YR,T,Y46,UK,2009,36.0
YR,T,Y47,UK,2009,35.1
YR,T,Y48,UK,2009,34.2
YR,T,Y49,UK,2009,33.3
YR,T,Y5,UK,2009,75.8
YR,T,Y50,UK,2009,32.3
YR,T,Y51,UK,2009,31.4
YR,T,Y52,UK,2009,30.5
YR,T,Y53,UK,2009,29.6
YR,T,Y54,UK,2009,28.7
YR,T,Y55,UK,2009,27.9
YR,T,Y56,UK,2009,27.0
YR,T,Y57,UK,2009,26.1
YR,T,Y58,UK,2009,25.3
YR,T,Y59,UK,2009,24.4
YR,T,Y6,UK,2009,74.8
YR,T,Y60,UK,2009,23.6
YR,T,Y61,UK,2009,22.7
YR,T,Y62,UK,2009,21.9
YR,T,Y63,UK,2009,21.1
YR,T,Y64,UK,2009,20.3
YR,T,Y65,UK,2009,19.5
YR,T,Y66,UK,2009,18.7
YR,T,Y67,UK,2009,17.9
YR,T,Y68,UK,2009,17.1
YR,T,Y69,UK,2009,16.4
YR,T,Y7,UK,2009,73.8
YR,T,Y70,UK,2009,15.7
YR,T,Y71,UK,2009,14.9
YR,T,Y72,UK,2009,14.2
YR,T,Y73,UK,2009,13.5
YR,T,Y74,UK,2009,12.8
YR,T,Y75,UK,2009,12.2
YR,T,Y76,UK,2009,11.5
YR,T,Y77,UK,2009,10.9
YR,T,Y78,UK,2009,10.3
YR,T,Y79,UK,2009,9.7
YR,T,Y8,UK,2009,72.9
YR,T,Y80,UK,2009,9.2
YR,T,Y81,UK,2009,8.7
YR,T,Y82,UK,2009,8.1
YR,T,Y83,UK,2009,7.7
YR,T,Y84,UK,2009,7.2
YR,T,Y9,UK,2009,71.9
YR,T,Y_GE85,UK,2009,6.8
YR,T,Y_LT1,UK,2009,80.4
YR,F,Y1,UK,2008,81.2
YR,F,Y10,UK,2008,72.3
YR,F,Y11,UK,2008,71.3
YR,F,Y12,UK,2008,70.3
YR,F,Y13,UK,2008,69.3
YR,F,Y14,UK,2008,68.3
YR,F,Y15,UK,2008,67.3
YR,F,Y16,UK,2008,66.3
YR,F,Y17,UK,2008,65.3
YR,F,Y18,UK,2008,64.3
YR,F,Y19,UK,2008,63.4
YR,F,Y2,UK,2008,80.2
YR,F,Y20,UK,2008,62.4
YR,F,Y21,UK,2008,61.4
YR,F,Y22,UK,2008,60.4
YR,F,Y23,UK,2008,59.4
YR,F,Y24,UK,2008,58.4
YR,F,Y25,UK,2008,57.5
YR,F,Y26,UK,2008,56.5
YR,F,Y27,UK,2008,55.5
YR,F,Y28,UK,2008,54.5
YR,F,Y29,UK,2008,53.5
YR,F,Y3,UK,2008,79.2
YR,F,Y30,UK,2008,52.5
YR,F,Y31,UK,2008,51.6
YR,F,Y32,UK,2008,50.6
YR,F,Y33,UK,2008,49.6
YR,F,Y34,UK,2008,48.6
YR,F,Y35,UK,2008,47.7
YR,F,Y36,UK,2008,46.7
YR,F,Y37,UK,2008,45.7
YR,F,Y38,UK,2008,44.8
YR,F,Y39,UK,2008,43.8
YR,F,Y4,UK,2008,78.2
YR,F,Y40,UK,2008,42.8
YR,F,Y41,UK,2008,41.9
YR,F,Y42,UK,2008,40.9
YR,F,Y43,UK,2008,40.0
YR,F,Y44,UK,2008,39.0
YR,F,Y45,UK,2008,38.1
YR,F,Y46,UK,2008,37.1
YR,F,Y47,UK,2008,36.2
YR,F,Y48,UK,2008,35.2
YR,F,Y49,UK,2008,34.3
YR,F,Y5,UK,2008,77.2
YR,F,Y50,UK,2008,33.4
YR,F,Y51,UK,2008,32.5
YR,F,Y52,UK,2008,31.6
YR,F,Y53,UK,2008,30.6
YR,F,Y54,UK,2008,29.7
YR,F,Y55,UK,2008,28.8
YR,F,Y56,UK,2008,27.9
YR,F,Y57,UK,2008,27.1
YR,F,Y58,UK,2008,26.2
YR,F,Y59,UK,2008,25.3
YR,F,Y6,UK,2008,76.3
YR,F,Y60,UK,2008,24.4
YR,F,Y61,UK,2008,23.6
YR,F,Y62,UK,2008,22.7
YR,F,Y63,UK,2008,21.9
YR,F,Y64,UK,2008,21.0
YR,F,Y65,UK,2008,20.2
YR,F,Y66,UK,2008,19.4
YR,F,Y67,UK,2008,18.6
YR,F,Y68,UK,2008,17.8
YR,F,Y69,UK,2008,17.0
YR,F,Y7,UK,2008,75.3
YR,F,Y70,UK,2008,16.2
YR,F,Y71,UK,2008,15.4
YR,F,Y72,UK,2008,14.7
YR,F,Y73,UK,2008,13.9
YR,F,Y74,UK,2008,13.2
YR,F,Y75,UK,2008,12.5
YR,F,Y76,UK,2008,11.8
YR,F,Y77,UK,2008,11.2
YR,F,Y78,UK,2008,10.5
YR,F,Y79,UK,2008,9.9
YR,F,Y8,UK,2008,74.3
YR,F,Y80,UK,2008,9.3
YR,F,Y81,UK,2008,8.7
YR,F,Y82,UK,2008,8.2
YR,F,Y83,UK,2008,7.7
YR,F,Y84,UK,2008,7.2
YR,F,Y9,UK,2008,73.3
YR,F,Y_GE85,UK,2008,6.7
YR,F,Y_LT1,UK,2008,81.8
YR,M,Y1,UK,2008,77.2
YR,M,Y10,UK,2008,68.3
YR,M,Y11,UK,2008,67.3
YR,M,Y12,UK,2008,66.3
YR,M,Y13,UK,2008,65.3
YR,M,Y14,UK,2008,64.3
YR,M,Y15,UK,2008,63.3
YR,M,Y16,UK,2008,62.3
YR,M,Y17,UK,2008,61.3
YR,M,Y18,UK,2008,60.4
YR,M,Y19,UK,2008,59.4
YR,M,Y2,UK,2008,76.2
YR,M,Y20,UK,2008,58.4
YR,M,Y21,UK,2008,57.5
YR,M,Y22,UK,2008,56.5
YR,M,Y23,UK,2008,55.5
YR,M,Y24,UK,2008,54.6
YR,M,Y25,UK,2008,53.6
YR,M,Y26,UK,2008,52.7
YR,M,Y27,UK,2008,51.7
YR,M,Y28,UK,2008,50.7
YR,M,Y29,UK,2008,49.8
YR,M,Y3,UK,2008,75.2
YR,M,Y30,UK,2008,48.8
YR,M,Y31,UK,2008,47.9
YR,M,Y32,UK,2008,46.9
YR,M,Y33,UK,2008,46.0
YR,M,Y34,UK,2008,45.0
YR,M,Y35,UK,2008,44.1
YR,M,Y36,UK,2008,43.1
YR,M,Y37,UK,2008,42.2
YR,M,Y38,UK,2008,41.2
YR,M,Y39,UK,2008,40.3
YR,M,Y4,UK,2008,74.2
YR,M,Y40,UK,2008,39.3
YR,M,Y41,UK,2008,38.4
YR,M,Y42,UK,2008,37.5
YR,M,Y43,UK,2008,36.5
YR,M,Y44,UK,2008,35.6
YR,M,Y45,UK,2008,34.7
YR,M,Y46,UK,2008,33.8
YR,M,Y47,UK,2008,32.9
YR,M,Y48,UK,2008,31.9
YR,M,Y49,UK,2008,31.0
YR,M,Y5,UK,2008,73.2
YR,M,Y50,UK,2008,30.1
YR,M,Y51,UK,2008,29.3
YR,M,Y52,UK,2008,28.4
YR,M,Y53,UK,2008,27.5
YR,M,Y54,UK,2008,26.6
YR,M,Y55,UK,2008,25.8
YR,M,Y56,UK,2008,24.9
YR,M,Y57,UK,2008,24.0
YR,M,Y58,UK,2008,23.2
YR,M,Y59,UK,2008,22.4
YR,M,Y6,UK,2008,72.2
YR,M,Y60,UK,2008,21.6
YR,M,Y61,UK,2008,20.7
YR,M,Y62,UK,2008,19.9
YR,M,Y63,UK,2008,19.1
YR,M,Y64,UK,2008,18.4
YR,M,Y65,UK,2008,17.6
YR,M,Y66,UK,2008,16.9
YR,M,Y67,UK,2008,16.1
YR,M,Y68,UK,2008,15.4
YR,M,Y69,UK,2008,14.7
YR,M,Y7,UK,2008,71.2
YR,M,Y70,UK,2008,14.0
YR,M,Y71,UK,2008,13.3
YR,M,Y72,UK,2008,12.6
YR,M,Y73,UK,2008,12.0
YR,M,Y74,UK,2008,11.4
YR,M,Y75,UK,2008,10.7
YR,M,Y76,UK,2008,10.1
YR,M,Y77,UK,2008,9.6
YR,M,Y78,UK,2008,9.0
YR,M,Y79,UK,2008,8.5
YR,M,Y8,UK,2008,70.2
YR,M,Y80,UK,2008,8.0
YR,M,Y81,UK,2008,7.5
YR,M,Y82,UK,2008,7.1
YR,M,Y83,UK,2008,6.7
YR,M,Y84,UK,2008,6.3
YR,M,Y9,UK,2008,69.3
YR,M,Y_GE85,UK,2008,5.9
YR,M,Y_LT1,UK,2008,77.7
YR,T,Y1,UK,2008,79.2
YR,T,Y10,UK,2008,70.3
YR,T,Y11,UK,2008,69.3
YR,T,Y12,UK,2008,68.3
YR,T,Y13,UK,2008,67.3
YR,T,Y14,UK,2008,66.3
YR,T,Y15,UK,2008,65.4
YR,T,Y16,UK,2008,64.4
YR,T,Y17,UK,2008,63.4
YR,T,Y18,UK,2008,62.4
YR,T,Y19,UK,2008,61.4
YR,T,Y2,UK,2008,78.2
YR,T,Y20,UK,2008,60.5
YR,T,Y21,UK,2008,59.5
YR,T,Y22,UK,2008,58.5
YR,T,Y23,UK,2008,57.5
YR,T,Y24,UK,2008,56.6
YR,T,Y25,UK,2008,55.6
YR,T,Y26,UK,2008,54.6
YR,T,Y27,UK,2008,53.6
YR,T,Y28,UK,2008,52.7
YR,T,Y29,UK,2008,51.7
YR,T,Y3,UK,2008,77.3
YR,T,Y30,UK,2008,50.7
YR,T,Y31,UK,2008,49.8
YR,T,Y32,UK,2008,48.8
YR,T,Y33,UK,2008,47.8
YR,T,Y34,UK,2008,46.9
YR,T,Y35,UK,2008,45.9
YR,T,Y36,UK,2008,45.0
YR,T,Y37,UK,2008,44.0
YR,T,Y38,UK,2008,43.0
YR,T,Y39,UK,2008,42.1
YR,T,Y4,UK,2008,76.3
YR,T,Y40,UK,2008,41.1
YR,T,Y41,UK,2008,40.2
YR,T,Y42,UK,2008,39.3
YR,T,Y43,UK,2008,38.3
YR,T,Y44,UK,2008,37.4
YR,T,Y45,UK,2008,36.4
YR,T,Y46,UK,2008,35.5
YR,T,Y47,UK,2008,34.6
YR,T,Y48,UK,2008,33.7
YR,T,Y49,UK,2008,32.7
YR,T,Y5,UK,2008,75.3
YR,T,Y50,UK,2008,31.8
YR,T,Y51,UK,2008,30.9
YR,T,Y52,UK,2008,30.0
YR,T,Y53,UK,2008,29.1
YR,T,Y54,UK,2008,28.2
YR,T,Y55,UK,2008,27.4
YR,T,Y56,UK,2008,26.5
YR,T,Y57,UK,2008,25.6
YR,T,Y58,UK,2008,24.8
YR,T,Y59,UK,2008,23.9
YR,T,Y6,UK,2008,74.3
YR,T,Y60,UK,2008,23.1
YR,T,Y61,UK,2008,22.2
YR,T,Y62,UK,2008,21.4
YR,T,Y63,UK,2008,20.6
YR,T,Y64,UK,2008,19.8
YR,T,Y65,UK,2008,19.0
YR,T,Y66,UK,2008,18.2
YR,T,Y67,UK,2008,17.4
YR,T,Y68,UK,2008,16.7
YR,T,Y69,UK,2008,15.9
YR,T,Y7,UK,2008,73.3
YR,T,Y70,UK,2008,15.2
YR,T,Y71,UK,2008,14.5
YR,T,Y72,UK,2008,13.8
YR,T,Y73,UK,2008,13.1
YR,T,Y74,UK,2008,12.4
YR,T,Y75,UK,2008,11.8
YR,T,Y76,UK,2008,11.1
YR,T,Y77,UK,2008,10.5
YR,T,Y78,UK,2008,9.9
YR,T,Y79,UK,2008,9.3
YR,T,Y8,UK,2008,72.3
YR,T,Y80,UK,2008,8.8
YR,T,Y81,UK,2008,8.3
YR,T,Y82,UK,2008,7.8
YR,T,Y83,UK,2008,7.3
YR,T,Y84,UK,2008,6.9
YR,T,Y9,UK,2008,71.3
YR,T,Y_GE85,UK,2008,6.5
YR,T,Y_LT1,UK,2008,79.8
YR,F,Y1,UK,2007,81.2
YR,F,Y10,UK,2007,72.2
YR,F,Y11,UK,2007,71.3
YR,F,Y12,UK,2007,70.3
YR,F,Y13,UK,2007,69.3
YR,F,Y14,UK,2007,68.3
YR,F,Y15,UK,2007,67.3
YR,F,Y16,UK,2007,66.3
YR,F,Y17,UK,2007,65.3
YR,F,Y18,UK,2007,64.3
YR,F,Y19,UK,2007,63.3
YR,F,Y2,UK,2007,80.2
YR,F,Y20,UK,2007,62.4
YR,F,Y21,UK,2007,61.4
YR,F,Y22,UK,2007,60.4
YR,F,Y23,UK,2007,59.4
YR,F,Y24,UK,2007,58.4
YR,F,Y25,UK,2007,57.4
YR,F,Y26,UK,2007,56.4
YR,F,Y27,UK,2007,55.5
YR,F,Y28,UK,2007,54.5
YR,F,Y29,UK,2007,53.5
YR,F,Y3,UK,2007,79.2
YR,F,Y30,UK,2007,52.5
YR,F,Y31,UK,2007,51.5
YR,F,Y32,UK,2007,50.5
YR,F,Y33,UK,2007,49.6
YR,F,Y34,UK,2007,48.6
YR,F,Y35,UK,2007,47.6
YR,F,Y36,UK,2007,46.7
YR,F,Y37,UK,2007,45.7
YR,F,Y38,UK,2007,44.7
YR,F,Y39,UK,2007,43.7
YR,F,Y4,UK,2007,78.2
YR,F,Y40,UK,2007,42.8
YR,F,Y41,UK,2007,41.8
YR,F,Y42,UK,2007,40.9
YR,F,Y43,UK,2007,39.9
YR,F,Y44,UK,2007,39.0
YR,F,Y45,UK,2007,38.0
YR,F,Y46,UK,2007,37.1
YR,F,Y47,UK,2007,36.1
YR,F,Y48,UK,2007,35.2
YR,F,Y49,UK,2007,34.3
YR,F,Y5,UK,2007,77.2
YR,F,Y50,UK,2007,33.3
YR,F,Y51,UK,2007,32.4
YR,F,Y52,UK,2007,31.5
YR,F,Y53,UK,2007,30.6
YR,F,Y54,UK,2007,29.7
YR,F,Y55,UK,2007,28.8
YR,F,Y56,UK,2007,27.9
YR,F,Y57,UK,2007,27.0
YR,F,Y58,UK,2007,26.1
YR,F,Y59,UK,2007,25.3
YR,F,Y6,UK,2007,76.2
YR,F,Y60,UK,2007,24.4
YR,F,Y61,UK,2007,23.5
YR,F,Y62,UK,2007,22.7
YR,F,Y63,UK,2007,21.8
YR,F,Y64,UK,2007,21.0
YR,F,Y65,UK,2007,20.2
YR,F,Y66,UK,2007,19.3
YR,F,Y67,UK,2007,18.5
YR,F,Y68,UK,2007,17.7
YR,F,Y69,UK,2007,17.0
YR,F,Y7,UK,2007,75.2
YR,F,Y70,UK,2007,16.2
YR,F,Y71,UK,2007,15.4
YR,F,Y72,UK,2007,14.7
YR,F,Y73,UK,2007,14.0
YR,F,Y74,UK,2007,13.2
YR,F,Y75,UK,2007,12.5
YR,F,Y76,UK,2007,11.9
YR,F,Y77,UK,2007,11.2
YR,F,Y78,UK,2007,10.6
YR,F,Y79,UK,2007,9.9
YR,F,Y8,UK,2007,74.2
YR,F,Y80,UK,2007,9.4
YR,F,Y81,UK,2007,8.8
YR,F,Y82,UK,2007,8.3
YR,F,Y83,UK,2007,7.7
YR,F,Y84,UK,2007,7.3
YR,F,Y9,UK,2007,73.2
YR,F,Y_GE85,UK,2007,6.8
YR,F,Y_LT1,UK,2007,81.8
YR,M,Y1,UK,2007,77.0
YR,M,Y10,UK,2007,68.1
YR,M,Y11,UK,2007,67.1
YR,M,Y12,UK,2007,66.1
YR,M,Y13,UK,2007,65.1
YR,M,Y14,UK,2007,64.1
YR,M,Y15,UK,2007,63.1
YR,M,Y16,UK,2007,62.2
YR,M,Y17,UK,2007,61.2
YR,M,Y18,UK,2007,60.2
YR,M,Y19,UK,2007,59.2
YR,M,Y2,UK,2007,76.0
YR,M,Y20,UK,2007,58.3
YR,M,Y21,UK,2007,57.3
YR,M,Y22,UK,2007,56.4
YR,M,Y23,UK,2007,55.4
YR,M,Y24,UK,2007,54.4
YR,M,Y25,UK,2007,53.5
YR,M,Y26,UK,2007,52.5
YR,M,Y27,UK,2007,51.5
YR,M,Y28,UK,2007,50.6
YR,M,Y29,UK,2007,49.6
YR,M,Y3,UK,2007,75.0
YR,M,Y30,UK,2007,48.7
YR,M,Y31,UK,2007,47.7
